unit1_x,unit1_y,unit1_z,unit1_yaw,unit2_yaw,road_wheel_angle,curvature,unit1_pitch,unit1_velocity,left_boundary_x,left_boundary_y,right_boundary_x,right_boundary_y,s
59.175702,360.873471,227.360739,2.166171,2.158271,-0.003845,-0.000836,-0.019828,3.997594,56.892960,359.327214,61.447376,362.412230,0.000000
59.119826,360.955968,227.362646,2.166085,2.158391,-0.004117,-0.000895,-0.019832,3.997579,56.837429,359.410232,61.391465,362.494419,0.099640
59.063957,361.038471,227.364555,2.165993,2.158507,-0.004388,-0.000954,-0.019835,3.997563,56.781889,359.493264,61.335570,362.576599,0.199279
59.008096,361.120979,227.366467,2.165895,2.158619,-0.004657,-0.001012,-0.019838,3.997547,56.726340,359.576309,61.279688,362.658768,0.298919
58.952243,361.203493,227.368381,2.165791,2.158727,-0.004926,-0.001071,-0.019842,3.997532,56.670782,359.659369,61.223822,362.740929,0.398558
58.896399,361.286013,227.370298,2.165682,2.158832,-0.005193,-0.001129,-0.019845,3.997516,56.615216,359.742439,61.167972,362.823084,0.498198
58.840564,361.368538,227.372217,2.165566,2.158932,-0.005459,-0.001187,-0.019848,3.997500,56.559640,359.825525,61.112141,362.905228,0.597837
58.784740,361.451071,227.374138,2.165445,2.159028,-0.005724,-0.001244,-0.019852,3.997484,56.504071,359.908633,61.056326,362.987366,0.697477
58.728925,361.533610,227.376062,2.165318,2.159120,-0.005987,-0.001302,-0.019855,3.997467,56.448585,359.991817,61.000527,363.069496,0.797116
58.673121,361.616157,227.377988,2.165186,2.159209,-0.006250,-0.001359,-0.019858,3.997451,56.393092,360.075012,60.944744,363.151620,0.896756
58.617328,361.698711,227.379917,2.165048,2.159294,-0.006512,-0.001416,-0.019861,3.997435,56.337590,360.158221,60.888982,363.233738,0.996395
58.561547,361.781273,227.381848,2.164904,2.159374,-0.006772,-0.001472,-0.019864,3.997418,56.282078,360.241443,60.833236,363.315847,1.096035
58.505778,361.863844,227.383781,2.164754,2.159449,-0.007032,-0.001529,-0.019867,3.997401,56.226558,360.324680,60.777510,363.397951,1.195674
58.450022,361.946422,227.385717,2.164599,2.159521,-0.007291,-0.001585,-0.019871,3.997385,56.171030,360.407927,60.721805,363.480051,1.295314
58.394278,362.029010,227.387655,2.164438,2.159588,-0.007548,-0.001641,-0.019874,3.997368,56.115493,360.491188,60.666119,363.562145,1.394953
58.338548,362.111607,227.389595,2.164272,2.159652,-0.007805,-0.001697,-0.019877,3.997351,56.059961,360.574470,60.610452,363.644237,1.494593
58.282832,362.194213,227.391538,2.164100,2.159711,-0.008061,-0.001752,-0.019880,3.997334,56.004540,360.657845,60.554808,363.726323,1.594232
58.227131,362.276829,227.393483,2.163923,2.159767,-0.008316,-0.001808,-0.019883,3.997317,55.949111,360.741231,60.499185,363.808406,1.693872
58.171444,362.359454,227.395430,2.163740,2.159817,-0.008570,-0.001863,-0.019885,3.997299,55.893674,360.824630,60.443584,363.890484,1.793511
58.115773,362.442091,227.397380,2.163552,2.159864,-0.008823,-0.001918,-0.019888,3.997282,55.838229,360.908042,60.388337,363.972786,1.893151
58.060117,362.524737,227.399332,2.163358,2.159906,-0.009075,-0.001973,-0.019891,3.997264,55.782775,360.991466,60.333676,364.055461,1.992790
58.004478,362.607395,227.401286,2.163159,2.159945,-0.009327,-0.002028,-0.019894,3.997247,55.727313,361.074902,60.279042,364.138138,2.092430
57.948856,362.690064,227.403243,2.162954,2.159978,-0.009577,-0.002082,-0.019897,3.997229,55.671842,361.158351,60.224434,364.220811,2.192069
57.893250,362.772745,227.405202,2.162744,2.160008,-0.009827,-0.002136,-0.019899,3.997211,55.616375,361.241819,60.169853,364.303488,2.291709
57.837663,362.855437,227.407163,2.162528,2.160032,-0.010076,-0.002190,-0.019902,3.997193,55.561045,361.325398,60.115302,364.386162,2.391348
57.782093,362.938142,227.409126,2.162307,2.160053,-0.010324,-0.002244,-0.019905,3.997175,55.505708,361.408990,60.060775,364.468837,2.490988
57.726542,363.020859,227.411092,2.162081,2.160069,-0.010571,-0.002298,-0.019907,3.997157,55.450364,361.492592,60.006278,364.551514,2.590627
57.671009,363.103588,227.413059,2.161849,2.160081,-0.010818,-0.002352,-0.019910,3.997138,55.395011,361.576208,59.951807,364.634189,2.690267
57.615496,363.186331,227.415029,2.161612,2.160088,-0.011063,-0.002405,-0.019912,3.997120,55.339650,361.659835,59.897364,364.716866,2.789906
57.560003,363.269087,227.417001,2.161370,2.160091,-0.011308,-0.002458,-0.019914,3.997101,55.284282,361.743473,59.842953,364.799547,2.889546
57.504530,363.351856,227.418975,2.161122,2.160090,-0.011552,-0.002511,-0.019917,3.997083,55.228905,361.827125,59.788573,364.882227,2.989185
57.449078,363.434640,227.420952,2.160869,2.160084,-0.011795,-0.002564,-0.019919,3.997064,55.173526,361.910792,59.734223,364.964912,3.088825
57.393647,363.517437,227.422930,2.160611,2.160073,-0.012038,-0.002617,-0.019921,3.997045,55.118283,361.994565,59.679898,365.047596,3.188464
57.338238,363.600250,227.424910,2.160348,2.160059,-0.012279,-0.002670,-0.019923,3.997026,55.063032,362.078350,59.625606,365.130286,3.288104
57.282851,363.683076,227.426893,2.160079,2.160039,-0.012520,-0.002722,-0.019925,3.997006,55.007774,362.162148,59.571342,365.212971,3.387743
57.227486,363.765918,227.428877,2.159805,2.160015,-0.012760,-0.002774,-0.019927,3.996987,54.952507,362.245957,59.517115,365.295667,3.487383
57.172144,363.848775,227.430863,2.159526,2.159987,-0.012999,-0.002826,-0.019929,3.996967,54.897233,362.329777,59.462919,365.378365,3.587022
57.116825,363.931648,227.432851,2.159242,2.159955,-0.013238,-0.002878,-0.019931,3.996948,54.841478,362.413293,59.408748,365.461064,3.686662
57.061530,364.014536,227.434841,2.158953,2.159918,-0.013475,-0.002930,-0.019932,3.996928,54.785673,362.496791,59.354616,365.543770,3.786301
57.006260,364.097441,227.436833,2.158659,2.159876,-0.013712,-0.002981,-0.019934,3.996908,54.729859,362.580301,59.300511,365.626478,3.885941
56.951014,364.180362,227.438827,2.158359,2.159830,-0.013948,-0.003032,-0.019936,3.996888,54.674037,362.663824,59.246443,365.709190,3.985580
56.895793,364.263300,227.440822,2.158054,2.159778,-0.014183,-0.003083,-0.019937,3.996868,54.618207,362.747359,59.192407,365.791906,4.085220
56.840597,364.346255,227.442820,2.157744,2.159723,-0.014417,-0.003134,-0.019938,3.996848,54.562369,362.830905,59.138403,365.874626,4.184859
56.785428,364.429227,227.444819,2.157430,2.159664,-0.014650,-0.003185,-0.019939,3.996827,54.506525,362.914460,59.084433,365.957356,4.284499
56.730284,364.512216,227.446819,2.157110,2.159599,-0.014883,-0.003236,-0.019941,3.996807,54.450672,362.998030,59.030502,366.040090,4.384138
56.675168,364.595223,227.448821,2.156785,2.159530,-0.015115,-0.003286,-0.019942,3.996786,54.394811,363.081610,58.976596,366.122822,4.483778
56.620079,364.678249,227.450825,2.156455,2.159456,-0.015346,-0.003336,-0.019942,3.996765,54.338973,363.165223,58.922734,366.205568,4.583417
56.565017,364.761292,227.452830,2.156120,2.159378,-0.015575,-0.003386,-0.019943,3.996744,54.283217,363.248906,58.868905,366.288318,4.683057
56.509983,364.844355,227.454837,2.155780,2.159295,-0.015805,-0.003436,-0.019944,3.996723,54.227453,363.332602,58.815106,366.371072,4.782696
56.454978,364.927436,227.456845,2.155435,2.159207,-0.016033,-0.003486,-0.019945,3.996702,54.171682,363.416308,58.761352,366.453837,4.882336
56.400002,365.010536,227.458855,2.155086,2.159116,-0.016260,-0.003535,-0.019945,3.996680,54.115937,363.500046,58.707621,366.536603,4.981976
56.345055,365.093655,227.460866,2.154731,2.159019,-0.016486,-0.003584,-0.019945,3.996659,54.060267,363.583852,58.653939,366.619381,5.081615
56.290137,365.176794,227.462878,2.154371,2.158917,-0.016712,-0.003633,-0.019945,3.996637,54.004588,363.667670,58.600285,366.702161,5.181255
56.235250,365.259953,227.464891,2.154007,2.158812,-0.016936,-0.003682,-0.019946,3.996615,53.948903,363.751497,58.546677,366.784956,5.280894
56.180393,365.343132,227.466906,2.153637,2.158700,-0.017160,-0.003731,-0.019945,3.996593,53.893249,363.835364,58.493101,366.867752,5.380534
56.125567,365.426332,227.468922,2.153263,2.158586,-0.017382,-0.003779,-0.019945,3.996571,53.837673,363.919297,58.439565,366.950561,5.480173
56.070773,365.509552,227.470939,2.152884,2.158466,-0.017604,-0.003827,-0.019945,3.996549,53.782090,364.003241,58.386061,367.033373,5.579813
56.016010,365.592793,227.472957,2.152501,2.158342,-0.017824,-0.003875,-0.019944,3.996526,53.726501,364.087194,58.332596,367.116197,5.679452
55.961279,365.676055,227.474976,2.152112,2.158213,-0.018044,-0.003923,-0.019944,3.996504,53.670948,364.171192,58.279177,367.199031,5.779092
55.906581,365.759339,227.476996,2.151719,2.158080,-0.018262,-0.003971,-0.019943,3.996481,53.615472,364.255254,58.225792,367.281873,5.878731
55.851916,365.842644,227.479017,2.151321,2.157941,-0.018480,-0.004018,-0.019942,3.996458,53.559990,364.339327,58.172446,367.364723,5.978371
55.797284,365.925971,227.481039,2.150918,2.157798,-0.018696,-0.004065,-0.019941,3.996435,53.504499,364.423412,58.119141,367.447582,6.078010
55.742686,366.009320,227.483061,2.150511,2.157651,-0.018912,-0.004112,-0.019940,3.996412,53.449057,364.507542,58.065872,367.530451,6.177650
55.688122,366.092692,227.485084,2.150099,2.157499,-0.019126,-0.004158,-0.019939,3.996389,53.393690,364.591738,58.012649,367.613333,6.277289
55.633593,366.176086,227.487109,2.149682,2.157342,-0.019339,-0.004205,-0.019937,3.996365,53.338316,364.675946,57.959463,367.696221,6.376929
55.579098,366.259503,227.489133,2.149261,2.157181,-0.019551,-0.004251,-0.019935,3.996341,53.282936,364.760164,57.906318,367.779123,6.476568
