unit1_x,unit1_y,unit1_z,unit1_yaw,unit2_yaw,road_wheel_angle,curvature,unit1_pitch,unit1_velocity,left_boundary_x,left_boundary_y,right_boundary_x,right_boundary_y,s
43.159050,360.222112,227.467643,-0.567535,-0.435155,-0.120547,-0.026333,0.016732,3.351511,44.684541,362.615053,41.437098,357.520995,0.000000
43.243020,360.168426,227.465940,-0.570170,-0.437519,-0.121496,-0.026543,0.016691,3.352395,44.774903,362.557482,41.513368,357.470938,0.099665
43.326847,360.114518,227.464241,-0.572826,-0.439890,-0.122417,-0.026746,0.016649,3.354162,44.865158,362.499633,41.589450,357.420724,0.199331
43.410531,360.060387,227.462546,-0.575502,-0.442267,-0.123311,-0.026943,0.016607,3.356811,44.955320,362.441534,41.665348,357.370352,0.298996
43.494069,360.006031,227.460853,-0.578197,-0.444651,-0.124175,-0.027134,0.016564,3.360338,45.045360,362.383144,41.741061,357.319819,0.398661
43.577460,359.951449,227.459164,-0.580910,-0.447040,-0.125009,-0.027318,0.016521,3.364741,45.135304,362.324512,41.816593,357.269122,0.498327
43.660702,359.896641,227.457478,-0.583642,-0.449437,-0.125812,-0.027496,0.016478,3.370013,45.225116,362.265579,41.891944,357.218272,0.597992
43.743793,359.841605,227.455795,-0.586391,-0.451841,-0.126583,-0.027666,0.016434,3.376150,45.314834,362.206415,41.967114,357.167258,0.697657
43.826732,359.786339,227.454116,-0.589156,-0.454251,-0.127321,-0.027829,0.016390,3.383146,45.404399,362.146936,42.042112,357.116087,0.797323
43.909518,359.730844,227.452440,-0.591937,-0.456668,-0.128025,-0.027985,0.016345,3.390993,45.493871,362.087233,42.116932,357.064752,0.896988
43.992149,359.675119,227.450767,-0.594734,-0.459093,-0.128695,-0.028133,0.016299,3.399684,45.583182,362.027208,42.191581,357.013264,0.996653
44.074623,359.619161,227.449098,-0.597545,-0.461525,-0.129329,-0.028273,0.016254,3.409209,45.672398,361.966971,42.266056,356.961609,1.096319
44.156939,359.562972,227.447432,-0.600369,-0.463964,-0.129928,-0.028405,0.016207,3.419559,45.761432,361.906396,42.340367,356.909797,1.195984
44.239095,359.506550,227.445770,-0.603207,-0.466411,-0.130491,-0.028530,0.016161,3.430725,45.850826,361.846275,42.414503,356.857820,1.295649
44.321091,359.449894,227.444111,-0.606056,-0.468865,-0.131016,-0.028646,0.016114,3.442325,45.942882,361.789923,42.488485,356.805686,1.395314
44.402925,359.393005,227.442455,-0.608916,-0.471325,-0.131503,-0.028754,0.016066,3.453886,46.034945,361.733468,42.562304,356.753389,1.494980
44.484595,359.335881,227.440804,-0.611787,-0.473794,-0.131952,-0.028853,0.016018,3.465408,46.126803,361.676602,42.635960,356.700929,1.594645
44.566101,359.278523,227.439155,-0.614667,-0.476269,-0.132363,-0.028944,0.015969,3.476892,46.218626,361.619580,42.709463,356.648308,1.694310
44.647441,359.220930,227.437511,-0.617556,-0.478752,-0.132734,-0.029026,0.015920,3.488338,46.310248,361.562167,42.782809,356.595523,1.793976
44.728614,359.163102,227.435870,-0.620453,-0.481243,-0.133066,-0.029099,0.015871,3.499746,46.401788,361.504538,42.856006,356.542578,1.893641
44.809619,359.105038,227.434233,-0.623356,-0.483739,-0.133358,-0.029164,0.015821,3.511117,46.493135,361.446547,42.929056,356.489467,1.993306
44.890455,359.046740,227.432600,-0.626266,-0.486244,-0.133609,-0.029220,0.015771,3.522451,46.584345,361.388272,43.001955,356.436191,2.092972
44.971121,358.988206,227.430971,-0.629180,-0.488754,-0.133820,-0.029266,0.015720,3.533748,46.675376,361.329667,43.074713,356.382747,2.192637
45.051616,358.929437,227.429346,-0.632099,-0.491273,-0.133990,-0.029304,0.015669,3.545008,46.766213,361.270712,43.147333,356.329145,2.292302
45.131939,358.870434,227.427724,-0.635021,-0.493797,-0.134119,-0.029332,0.015617,3.556232,46.856892,361.211470,43.219814,356.275376,2.391968
45.212088,358.811195,227.426107,-0.637946,-0.496329,-0.134207,-0.029352,0.015565,3.567419,46.947314,361.151806,43.292157,356.221439,2.491633
45.292065,358.751723,227.424494,-0.640872,-0.498866,-0.134254,-0.029362,0.015512,3.578571,47.037604,361.091901,43.364369,356.167334,2.591298
45.371867,358.692017,227.422885,-0.643798,-0.501409,-0.134260,-0.029364,0.015459,3.589686,47.127569,361.031506,43.436456,356.113064,2.690964
45.451493,358.632077,227.421281,-0.646724,-0.503959,-0.134224,-0.029356,0.015405,3.600766,47.217431,360.970919,43.508415,356.058627,2.790629
45.530945,358.571905,227.419681,-0.649649,-0.506515,-0.134147,-0.029339,0.015351,3.611810,47.306904,360.909768,43.580249,356.004019,2.890294
45.610219,358.511501,227.418085,-0.652572,-0.509077,-0.134029,-0.029312,0.015297,3.622817,47.396303,360.848479,43.651959,355.949241,2.989960
45.689318,358.450866,227.416494,-0.655492,-0.511644,-0.133869,-0.029277,0.015242,3.633789,47.485250,360.786561,43.723555,355.894297,3.089625
45.768238,358.390000,227.414907,-0.658408,-0.514216,-0.133669,-0.029233,0.015186,3.644723,47.574155,360.724561,43.795033,355.839180,3.189290
45.846981,358.328904,227.413325,-0.661319,-0.516794,-0.133428,-0.029179,0.015130,3.655621,47.662539,360.661865,43.866402,355.783895,3.288956
45.925547,358.267579,227.411748,-0.664224,-0.519375,-0.133146,-0.029117,0.015074,3.666481,47.750894,360.599113,43.937658,355.728429,3.388621
46.003933,358.206027,227.410176,-0.667122,-0.521962,-0.132823,-0.029046,0.015017,3.677303,47.838711,360.535665,44.008813,355.672799,3.488286
46.082142,358.144248,227.408608,-0.670013,-0.524553,-0.132461,-0.028966,0.014960,3.688085,47.926473,360.472140,44.079861,355.616994,3.587951
46.160171,358.082244,227.407046,-0.672896,-0.527148,-0.132059,-0.028877,0.014902,3.698826,48.013715,360.407958,44.150803,355.561012,3.687617
46.238022,358.020015,227.405488,-0.675769,-0.529747,-0.131618,-0.028779,0.014844,3.709524,48.100860,360.343661,44.221656,355.504863,3.787282
46.315694,357.957564,227.403936,-0.678632,-0.532349,-0.131137,-0.028673,0.014785,3.720178,48.187502,360.278751,44.292409,355.448533,3.886947
46.393188,357.894890,227.402389,-0.681484,-0.534954,-0.130618,-0.028558,0.014726,3.730784,48.274011,360.213691,44.363068,355.392026,3.986613
46.470502,357.831997,227.400848,-0.684324,-0.537563,-0.130060,-0.028434,0.014666,3.741340,48.360035,360.148061,44.433640,355.335348,4.086278
46.547638,357.768884,227.399312,-0.687151,-0.540173,-0.129465,-0.028303,0.014606,3.751842,48.445891,360.082254,44.504125,355.278489,4.185943
46.624596,357.705554,227.397781,-0.689965,-0.542786,-0.128832,-0.028163,0.014546,3.762284,48.531285,360.015915,44.574527,355.221456,4.285609
46.701376,357.642008,227.396257,-0.692765,-0.545402,-0.128163,-0.028015,0.014484,3.772661,48.616480,359.949376,44.644845,355.164246,4.385274
46.777978,357.578249,227.394738,-0.695549,-0.548018,-0.127458,-0.027859,0.014423,3.782965,48.701225,359.882344,44.715082,355.106850,4.484939
46.854403,357.514277,227.393224,-0.698318,-0.550636,-0.126716,-0.027695,0.014361,3.793190,48.785750,359.815096,44.785237,355.049274,4.584605
46.930650,357.450094,227.391717,-0.701070,-0.553256,-0.125940,-0.027524,0.014299,3.803324,48.869842,359.747391,44.855326,354.991527,4.684270
47.006722,357.385702,227.390216,-0.703804,-0.555875,-0.125130,-0.027345,0.014236,3.813355,48.953694,359.679463,44.925342,354.933593,4.783935
47.082617,357.321103,227.388721,-0.706520,-0.558494,-0.124286,-0.027159,0.014173,3.823271,49.037130,359.611112,44.995288,354.875480,4.883601
47.158338,357.256299,227.387232,-0.709217,-0.561114,-0.123408,-0.026965,0.014109,3.833055,49.120312,359.542534,45.065168,354.817185,4.983266
47.233884,357.191291,227.385749,-0.711895,-0.563733,-0.122499,-0.026764,0.014045,3.842690,49.203092,359.473560,45.134982,354.758710,5.082931
47.309257,357.126083,227.384273,-0.714552,-0.566351,-0.121557,-0.026556,0.013980,3.852081,49.285609,359.404365,45.204738,354.700054,5.182597
47.384456,357.060675,227.382804,-0.717188,-0.568968,-0.120585,-0.026342,0.013915,3.861085,49.367738,359.334808,45.274432,354.641214,5.282262
47.459484,356.995070,227.381341,-0.719803,-0.571584,-0.119583,-0.026121,0.013850,3.869563,49.449607,359.265035,45.344071,354.582197,5.381927
47.534340,356.929270,227.379885,-0.722395,-0.574197,-0.118551,-0.025893,0.013784,3.877394,49.531095,359.194926,45.413655,354.522994,5.481593
47.609027,356.863277,227.378436,-0.724964,-0.576808,-0.117491,-0.025660,0.013717,3.884489,49.612339,359.124635,45.483189,354.463610,5.581258
47.683544,356.797093,227.376993,-0.727509,-0.579416,-0.116403,-0.025420,0.013651,3.890799,49.693194,359.054007,45.552671,354.404041,5.680923
47.757894,356.730720,227.375558,-0.730030,-0.582021,-0.115288,-0.025174,0.013583,3.896319,49.773791,358.983190,45.622105,354.344288,5.780589
47.832077,356.664161,227.374130,-0.732527,-0.584623,-0.114147,-0.024923,0.013516,3.901083,49.854016,358.912062,45.691494,354.284357,5.880254
47.906094,356.597418,227.372709,-0.734998,-0.587221,-0.112981,-0.024666,0.013448,3.905158,49.933982,358.840759,45.760836,354.224237,5.979919
47.979947,356.530494,227.371295,-0.737443,-0.589814,-0.111790,-0.024404,0.013379,3.908631,50.013569,358.769151,45.830140,354.163938,6.079584
48.053637,356.463390,227.369889,-0.739862,-0.592403,-0.110576,-0.024137,0.013310,3.911595,50.092906,358.697381,45.899403,354.103456,6.179250
48.127165,356.396109,227.368491,-0.742254,-0.594986,-0.109339,-0.023865,0.013241,3.914140,50.171853,358.625305,45.968626,354.042789,6.278915
48.200534,356.328653,227.367100,-0.744619,-0.597565,-0.108081,-0.023588,0.013172,3.916350,50.250560,358.553085,46.037815,353.981941,6.378580
48.273743,356.261025,227.365717,-0.746956,-0.600137,-0.106802,-0.023307,0.013102,3.918294,50.328867,358.480557,46.106965,353.920906,6.478246
48.346795,356.193227,227.364341,-0.749265,-0.602704,-0.105504,-0.023021,0.013031,3.920031,50.406944,358.407907,46.176084,353.859693,6.577911
48.419691,356.125261,227.362974,-0.751545,-0.605263,-0.104186,-0.022732,0.012961,3.921605,50.484611,358.334945,46.245172,353.798294,6.677576
48.492433,356.057131,227.361614,-0.753796,-0.607816,-0.102851,-0.022438,0.012890,3.923052,50.562062,358.261885,46.314233,353.736718,6.777242
48.565023,355.988838,227.360263,-0.756017,-0.610360,-0.101499,-0.022141,0.012818,3.924399,50.639087,358.188505,46.383263,353.674953,6.876907
48.637462,355.920385,227.358920,-0.758209,-0.612898,-0.100131,-0.021841,0.012746,3.925665,50.715918,358.115052,46.452266,353.613009,6.976572
